         153735513 function calls (153733227 primitive calls) in 146.209 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      130    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
      509    0.000    0.000    0.000    0.000 tree_util.py:206(<listcomp>)
      129    0.000    0.000    0.000    0.000 device_array.py:240(__len__)
      260    0.000    0.000    0.000    0.000 threading.py:1145(ident)
      762    0.000    0.000    0.000    0.000 fromnumeric.py:2797(_amin_dispatcher)
      127    0.000    0.000    0.000    0.000 _sputils.py:93(to_native)
      130    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
      254    0.000    0.000    0.000    0.000 shape_base.py:1263(<genexpr>)
      762    0.000    0.000    0.000    0.000 _sputils.py:313(<genexpr>)
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
      506    0.000    0.000    0.000    0.000 {built-in method time.time}
      127    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
      127    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      127    0.000    0.000    0.000    0.000 core.py:1813(symbolic_equal_shape)
      127    0.000    0.000    0.000    0.000 shape_base.py:1187(_tile_dispatcher)
      520    0.000    0.000    0.000    0.000 threading.py:553(is_set)
      508    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      130    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
      638    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 reductions.py:249(max)
      127    0.000    0.000    0.000    0.000 _base.py:1301(isspmatrix)
      519    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      130    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
      128    0.000    0.000    0.000    0.000 utils.py:57(__init__)
      131    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      512    0.000    0.000    0.000    0.000 dtypes.py:482(<genexpr>)
      128    0.000    0.000    0.000    0.000 std.py:169(colour)
      127    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      130    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 dispatch.py:226(_xla_call_impl_lazy)
      128    0.000    0.000    0.000    0.000 utils.py:61(__format__)
      127    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
      254    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
      130    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 std.py:560(__new__)
      127    0.000    0.000    0.000    0.000 _base.py:348(asformat)
        1    0.000    0.000    0.000    0.000 linear_util.py:289(memoized_fun)
      130    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      130    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      254    0.000    0.000    0.000    0.000 core.py:1708(greater_equal)
      128    0.000    0.000    0.000    0.000 std.py:165(colour)
      130    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      130    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      127    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
      131    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_linux)
        4    0.000    0.000    0.000    0.000 std.py:112(__enter__)
        1    0.000    0.000    0.000    0.000 std.py:583(_decr_instances)
        1    0.000    0.000    0.000    0.000 core.py:2030(call_bind_with_continuation)
      130    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      127    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        4    0.000    0.000    0.000    0.000 std.py:115(__exit__)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 api.py:404(_prepare_jit)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        1    0.000    0.000    0.000    0.000 api.py:3082(_check_arg)
        1    0.000    0.000    0.000    0.000 utils.py:296(<listcomp>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 linear_util.py:220(transformation_with_aux)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 core.py:2037(call_bind_continuation)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 linear_util.py:147(populate_stores)
        1    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 api.py:3088(_valid_jaxtype)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        1    0.000    0.000    0.000    0.000 weakref.py:508(setdefault)
        1    0.000    0.000    0.000    0.000 linear_util.py:233(wrap_init)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 std.py:1171(__hash__)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 linear_util.py:142(wrap)
        2    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 _monitor.py:94(report)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        4    0.000    0.000    0.000    0.000 linear_util.py:103(val)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 linear_util.py:131(__init__)
        1    0.000    0.000    0.000    0.000 iostream.py:304(fileno)
        1    0.000    0.000    0.000    0.000 tree_util.py:61(tree_unflatten)
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        2    0.000    0.000    0.000    0.000 linear_util.py:224(<lambda>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1167(_comparable)
        1    0.000    0.000    0.000    0.000 api.py:534(_device_array_use_fast_path)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 std.py:657(get_lock)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 std.py:1161(__del__)
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        1    0.000    0.000    0.000    0.000 linear_util.py:138(__name__)
        1    0.000    0.000    0.000    0.000 core.py:2060(apply_todos)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 linear_util.py:91(__init__)
        4    0.000    0.000    0.000    0.000 linear_util.py:109(__nonzero__)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 linear_util.py:94(store)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 api_util.py:305(argnames_partial_except)
        1    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 linear_util.py:239(annotate)
        1    0.000    0.000    0.000    0.000 api_util.py:267(argnums_partial_except)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1219(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 std.py:1315(<lambda>)


